index,tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product
1044,"ÛÏ@mention RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswÛ",,No emotion toward brand or product
1045,"ÛÏ@mention RT @mention Google to Launch New Social Network Called Circles, Possibly Today {link} #sxswÛ Reported on Buzz?",,No emotion toward brand or product
1046,ÛÏ@mention RT @mention We interrupt your regularly scheduled #sxsw geek programming with big news {link}  #google #circlesÛ,,No emotion toward brand or product
1047,@mention  RT @mention Apple store downtown Austin open til Midnight. #sxsw,,No emotion toward brand or product
1048,@mention  RT @mention Mayer: 20% of Google searches are for local information #SXSW ^pr,,No emotion toward brand or product
1049,"B_social! RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw #in",,No emotion toward brand or product
1050,Congrats! RT @mention Good News! Austin Eats: BBQ for iPhone is now available - {link} #iTunes #Austin #BBQ #SXSW #SXSWi,iPad or iPhone App,Positive emotion
1051,Congrats! RT @mention Just won an awesome iPad from @mention at the #sxswbuffalo lounge! My #sxsw experience is complete! #QuiBidsWin,iPad,Positive emotion
1052,Congrats! RT @mention Yes! Gowalla wins best Andoid app at the Team Android Choice Awards. Thanks all! #sxsw,Android App,Positive emotion
1053,"eh there? RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",,No emotion toward brand or product
1054,I like it RT @mention @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky #911tweets panel #SXSW.,Google,Positive emotion
1055,"L.A.M.E.  RT @mention &quot;...by the law of averages, better than Buzz&quot; RT @mention &quot;Google Circles will be ______ &quot;  #sxsw",Other Google product or service,Negative emotion
1056,Love it . RT @mention From #Apple to Naomi Campbell: pop-up stores are all the rage: {link} #sxsw,Apple,Positive emotion
1057,"Love you! RT @mention en route to austin, tx for #sxsw accompanied by fedoras + instruments + weird haircuts + apple products",,No emotion toward brand or product
1058,"OOOOrkut? RT @mention RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",,No emotion toward brand or product
1059,Shut. Up. RT @mention It's not a rumor: Apple is opening a temp store in downtown Austin for #SXSW &amp; the iPad 2 launch. {link},,No emotion toward brand or product
1060,Too late? RT @mention #google to launch a #socialnetwork at #sxsw today? #SocialMedia #fb,,No emotion toward brand or product
1061,Yen only? RT @mention VERY IMPORTANT: Make sure you are donating to the JAPANESE Red Cross: {link} #sxswcares #sxsw #quake,,No emotion toward brand or product
1062,New #SXSW rule: no more ooing and ahing over your new iPad. We get it. Its not a big deal. Everybody has one now... :-),iPad,Negative emotion
1063,"#sxsw hot rumor about Google's new social network &quot;Google Circles&quot; {link} (photo, video, status sharing)",,Positive emotion
1064,Guess the rumors were wrong ÛÏ@mention We're not launching any products at #SXSW but we're doing plenty else. {link},,No emotion toward brand or product
1065,google is saving users 2 years of time with gps navigation using alternate routes w traffic #sxsw,Google,Positive emotion
1066,Wow. Just saw someone using a computing device other than a Mac or an iPad here at #sxsw A rare sighting indeed.,,Positive emotion
1067,@mention  Saw u r going to #SXSW. Dwnld #GroundLink app &amp; ride for $10 in Austin during SXSW i{link} see us booth 437,,No emotion toward brand or product
1068,@mention  Saw u r going to #SXSW. Dwnld #GroundLink app &amp; ride for $10 in Austin during SXSWi{link} see us booth 437,,No emotion toward brand or product
1069,I can now say that Google got me drunk #sxsw #h4ckers,,I can't tell
1070,My iPhone says it can't connect to the Internet even though #sxsw wifi works great on my computer. Any suggestions?,,Negative emotion
1071,#sxsw app schedule #fail try sched.org - google: sched sxsw 2011 click first link. All the unofficial parties and room counts. Genius.,,No emotion toward brand or product
1072,I current screen in my browser is &quot;Upload an Application&quot; #android #lmndst #startupbus #sxsw,,No emotion toward brand or product
1073,grabbed a seat in ballroom d to hear @mention from Google #SXSW,Google,Positive emotion
1074,"Expect to see several NFC  trials this yr, Google &amp; Android working w/ @mention #virtualwallet #digitalID #sxsw",,No emotion toward brand or product
1075,"Ok,I have seen two impressive lines since I'm at #SXSW  the one at the Apple Store yesterday. &amp; the @mention party now cc @mention",Apple,Positive emotion
1076,"*Spark is selected as a finalist in Team Android Choice awards! If you're in Austin 3/13, please come &amp; support {link} #sxsw",,No emotion toward brand or product
1077,"#Apple is setting up a pop-up store in downtown Austin (to sell bajillions of iPad2s to #sxsw attendees, of course!) {link}",Apple,Positive emotion
1078,Google is setting up a bunch of computers at their #SXSW trade show exhibit. Premiere of Google Circles? {link},,No emotion toward brand or product
1079,I've seen several people working on iPad 2s at #SXSW today.,,No emotion toward brand or product
1080,There's a short line building at the flash Apple store downtown. People want their new iPads. #SXSW,,No emotion toward brand or product
1081,C40: Nice Shot {link} [codes valid: 8:00-11:59:59p 03/14/11] #infektd #sxsw #cvdc,,No emotion toward brand or product
1082,exclusive shot of #SXSW popup Apple Store! {link},Apple,Positive emotion
1083,"I guess i should say I told you so!
Apple is opening up a temporary store in downtown Austin for #SXSW &amp; iPad 2 launch {link}",,No emotion toward brand or product
1084,#ipad art show at @mention just in time for #sxsw check it out you interactive fools,iPad,Positive emotion
1085,"Mayer now showcasing 'Google Places with Hotpot', a restaurants-rating tool. Hello, mobile advertising/check-ins push. #sxsw",,No emotion toward brand or product
1086,"Danger of sitting on floor and charging your laptop, iPod, iPhone, etc is the dreaded &quot;dead butt&quot;. Damn those tingles. #sxsw #SXnewworlds",,No emotion toward brand or product
1087,ipad is a slow resting heartrate  #tapworthy #sxsw #gsdm about leisure vs quick results on iphone,,I can't tell
1088,ÛÏ@mention So @mention just spilled the beans: next platform for Flipboard is the iPhone. Team started working on it. #sxflip #SXSW #SXSWiÛ,,No emotion toward brand or product
1089,ÛÏ@mention So @mention just spilled the beans: next platform for Flipboard is the iPhone. Team started working on it. #sxflip #SXSW #SXSWiÛ Gr8!,,Positive emotion
1090,@mention  so #jealous of you. #sxsw &amp; you have the new iPad?!,iPad,Positive emotion
1091,Impressed so far with the iPad 2's slim form and &quot;instant on&quot;-ness that I've seen. Haven't tried one myself yet. #sxsw #sxswi,iPad,Positive emotion
1092,There are so many ppl w/ Apple products at #SXSW - I think my head is about to explode! (this message brought to you via iPhone),,Positive emotion
1093,#apple is so smart to open a Pop-Up store in #Austin while #sxsw crowd's there.,Apple,Positive emotion
1094,@mention  So u r coming #sxsw :)  Dwnld #GroundLink app &amp; ride for $10 in Austin during SXSWi{link} see us booth 437,,No emotion toward brand or product
1095,Q: Why do social sites like Delicious often have better results than Google or Bing? #qagb #sxsw,Google,Negative emotion
1096,iPad 2 is sold-out and 70% were 1st time users #sxsw,iPad,Positive emotion
1097,We've got some exciting things that we'll be showing off at #SXSW this year: including drag and drop store management on your iPhone,iPhone,Positive emotion
1098,Wonder if some geeks have Google's Marissa Mayer's poster on their walls? #SXSW,,No emotion toward brand or product
1099,Talked to some great developers at the Android meetup. Looking forward to working with them. #sxsw #android #androidsxsw,Android,Positive emotion
1100,so we had some information from @mention this morning that an apple store is getting build at #sxsw for two weeks.  ipad2 love? - jealous!,Apple,Positive emotion
1101,I've seen some of the best iPad cases ever here at #sxsw - I'm starting to transfer a bit of my book fetishism to iPads slowly but surely.,iPad,Positive emotion
1102,the #iPad spambots are ramping up #ipad2 #apple #free #offers #sxsw #spammers #goaway,,No emotion toward brand or product
1103,ÛÏ@mention Spotted at #SXSW: Man in need of an iPad (2?) ÛÒ {link} #sxswiÛ man in need should go to SXSW apple store,iPad,Positive emotion
1104,I need to start downloading more apps on my iPad and play with them for inspiration. What are your favorites? #UXDes #sxsw,,No emotion toward brand or product
1105,They just started bringing out the crowd baracades at the #sxsw PopUp Apple Store.  {link},,No emotion toward brand or product
1106,The queue starts early at the #sxsw Apple pop-up shop: {link},,No emotion toward brand or product
1107,Check out Staying Alive: Can Indie iPhone Game Development Survive? at #SXSW #StayingAlive,,No emotion toward brand or product
1108,"There are still iPad 2s to be had, at least at the #sxsw pop-up Apple store. @mention just bought one.",iPad,Positive emotion
1109,ÛÏ@mention Stop by and let us make you a custom iPhone case! #zazzlesxsw #Sxsw #sxswi {link}  {link},,No emotion toward brand or product
1110,the apple store at #sxsw is almost sell out...,,No emotion toward brand or product
1111,The Apple store in austin and 100 people taking a pic of it. #ipad2 #sxsw {link},Apple,Positive emotion
1112,"Oh, Apple Store...you look so at home here in downtown Austin #SXSW #sxtxstate @mention Apple Store, SXSW {link} #photo",Apple,Positive emotion
1113,They'd be stupid not to. // Apple is opening a temporary store in Austin for #SXSW &amp; the iPad 2 launch {link} (via @mention,Apple,Positive emotion
1114,Great new support for web fonts @mention here at #SXSW #google,Other Google product or service,Positive emotion
1115,So  #sxsw supposedly has a mobile apple store that will pop up and open at 3 ish?,,No emotion toward brand or product
1116,Just what sxsw needed. More lines! Apple to open temporary store in downtown Austin for #SXSW and the iPad 2 launch bit.ly/g03MZB,,No emotion toward brand or product
1117,ÛÏ@mention SXSW official iPhone app here: {link}  Enjoy!  #SXSW,,No emotion toward brand or product
1118,"{link} At SXSW, Apple schools the marketing experts #sxsw",Apple,Positive emotion
1119,Can't get SXSW? Download 20+ FREE tracks from the  #SXSW Music Sampler available on the @mention store today! {link},,No emotion toward brand or product
1120,The great talk of @mention must be the only one at #SXSW that didn't mention Apple!,Apple,Positive emotion
1121,Catch our talk on Text-To-Speech for Android &amp; Chrome at The League of Extraordinary Hackers. {link} #SXSW,,No emotion toward brand or product
1122,"You guys, tall-tee iPad hoodies are IN at #sxsw  you heard it here first!  {link}",,No emotion toward brand or product
1123,.@mention Team Android at #SXSW party details {link} &lt;---Note video of @mention showing how close Rainey St is to ACC,,No emotion toward brand or product
1124,There's a temporary SXSW Apple store in Austin. True. Let it sink in. #corporate #hipster #SXSW,,No emotion toward brand or product
